run_name,precision_at_k,recall_at_k,ndcg_at_k,n_users_evaluated
popularity,0.08754596322941648,0.02541570869037173,0.09896505375074406,6255.0
als_f32_r0.05_it10,0.1390087929656275,0.04191000395717001,0.14903087863631853,6255.0
als_f64_r0.05_it15,0.1409912070343725,0.04248430738126987,0.15088930723651942,6255.0
als_f64_r0.1_it15,0.14083133493205438,0.04191550770402734,0.1510807089421249,6255.0
als_f128_r0.05_it20,0.13939248601119103,0.04126580546972917,0.14873063476266435,6255.0
